,Bedroom,Bathroom,Toilet,Price,TypeOfHouse,Totalrooms
2311,5.0,5.0,6.0,7000000.0,1,16.0
2312,5.0,4.0,6.0,3800000.0,0,15.0
2313,1.0,1.0,2.0,1800000.0,0,4.0
2314,4.0,4.0,5.0,2500000.0,1,13.0
2315,5.0,5.0,6.0,4000000.0,1,16.0
2316,4.0,4.0,5.0,3500000.0,0,13.0
2317,4.0,4.0,5.0,2700000.0,1,13.0
2319,3.0,1.0,1.0,2500000.0,0,5.0
2320,4.0,4.0,5.0,4500000.0,1,13.0
2321,4.0,4.0,5.0,3500000.0,1,13.0
2322,4.0,4.0,5.0,3500000.0,0,13.0
2323,3.0,3.0,4.0,2500000.0,0,10.0
2324,4.0,4.0,5.0,4000000.0,1,13.0
2326,5.0,5.0,5.0,1800000.0,1,15.0
2328,4.0,4.0,5.0,4000000.0,0,13.0
2329,5.0,5.0,6.0,4000000.0,0,16.0
2330,4.0,4.0,5.0,3500000.0,0,13.0
2331,4.0,4.0,5.0,3000000.0,1,13.0
2332,4.0,3.0,5.0,3800000.0,1,12.0
2333,4.0,4.0,5.0,3500000.0,0,13.0
2334,3.0,3.0,3.0,2200000.0,0,9.0
2335,4.0,6.0,5.0,3000000.0,1,15.0
2336,2.0,3.0,3.0,2500000.0,0,8.0
2337,5.0,5.0,6.0,4000000.0,1,16.0
2338,5.0,5.0,6.0,3500000.0,1,16.0
2339,4.0,1.0,1.0,3000000.0,1,6.0
2340,5.0,5.0,6.0,7000000.0,1,16.0
2341,4.0,2.0,1.0,4000000.0,0,7.0
2342,7.0,5.0,2.0,7000000.0,1,14.0
2343,4.0,6.0,7.0,5500000.0,1,17.0
2344,3.0,3.0,3.0,7000000.0,0,9.0
2345,4.0,5.0,5.0,7000000.0,0,14.0
2346,4.0,4.0,5.0,3500000.0,1,13.0
2347,5.0,5.0,6.0,4000000.0,1,16.0
2348,4.0,4.0,5.0,3500000.0,0,13.0
2349,3.0,3.0,4.0,1200000.0,0,10.0
2351,4.0,4.0,5.0,4000000.0,0,13.0
2354,1.0,1.0,1.0,500000.0,0,3.0
2355,2.0,3.0,3.0,500000.0,0,8.0
2356,1.0,1.0,1.0,250000.0,0,3.0
2357,2.0,2.0,3.0,650000.0,0,7.0
2358,1.0,2.0,2.0,300000.0,0,5.0
2359,1.0,1.0,1.0,250000.0,0,3.0
2360,1.0,1.0,1.0,250000.0,0,3.0
2361,2.0,2.0,2.0,600000.0,0,6.0
2362,1.0,1.0,1.0,250000.0,0,3.0
2363,1.0,1.0,1.0,250000.0,0,3.0
2364,2.0,2.0,2.0,400000.0,0,6.0
2365,3.0,3.0,4.0,600000.0,0,10.0
2366,1.0,2.0,2.0,650000.0,0,5.0
2367,3.0,3.0,4.0,750000.0,1,10.0
2368,2.0,3.0,3.0,1000000.0,0,8.0
2370,2.0,3.0,3.0,600000.0,0,8.0
2371,2.0,2.0,3.0,500000.0,0,7.0
2372,2.0,3.0,3.0,650000.0,0,8.0
2373,1.0,1.0,1.0,250000.0,0,3.0
2374,2.0,2.0,3.0,650000.0,0,7.0
2375,2.0,2.0,3.0,650000.0,0,7.0
2376,1.0,1.0,1.0,300000.0,0,3.0
2377,2.0,2.0,2.0,500000.0,0,6.0
2378,1.0,1.0,1.0,350000.0,0,3.0
2379,1.0,1.0,1.0,250000.0,0,3.0
2380,1.0,1.0,1.0,300000.0,0,3.0
2381,1.0,1.0,1.0,380000.0,0,3.0
2382,3.0,4.0,4.0,800000.0,0,11.0
2383,1.0,1.0,1.0,380000.0,0,3.0
2384,2.0,3.0,3.0,750000.0,0,8.0
2385,2.0,3.0,3.0,650000.0,0,8.0
2386,1.0,2.0,2.0,500000.0,0,5.0
2388,1.0,1.0,2.0,700000.0,0,4.0
2389,2.0,3.0,3.0,700000.0,0,8.0
2390,2.0,3.0,3.0,800000.0,0,8.0
2391,2.0,3.0,3.0,650000.0,0,8.0
2392,1.0,2.0,2.0,650000.0,0,5.0
2393,1.0,1.0,1.0,300000.0,0,3.0
2394,1.0,2.0,2.0,350000.0,0,5.0
2395,1.0,1.0,1.0,300000.0,0,3.0
2396,2.0,2.0,2.0,500000.0,0,6.0
2397,1.0,1.0,1.0,380000.0,0,3.0
2398,1.0,1.0,1.0,250000.0,0,3.0
2399,3.0,4.0,4.0,600000.0,0,11.0
2400,3.0,3.0,3.0,750000.0,0,9.0
2401,2.0,2.0,3.0,650000.0,0,7.0
2402,1.0,1.0,1.0,500000.0,0,3.0
2403,2.0,2.0,2.0,550000.0,0,6.0
2404,2.0,2.0,2.0,500000.0,0,6.0
2405,2.0,3.0,3.0,500000.0,0,8.0
2406,1.0,1.0,1.0,300000.0,0,3.0
2407,2.0,3.0,3.0,500000.0,0,8.0
2408,2.0,2.0,2.0,600000.0,0,6.0
2409,1.0,2.0,2.0,650000.0,0,5.0
2410,2.0,2.0,2.0,550000.0,0,6.0
2411,2.0,3.0,3.0,500000.0,0,8.0
2412,2.0,3.0,3.0,550000.0,0,8.0
2413,1.0,2.0,2.0,650000.0,0,5.0
2414,1.0,1.0,1.0,250000.0,0,3.0
2415,2.0,3.0,3.0,550000.0,0,8.0
2416,3.0,3.0,3.0,650000.0,0,9.0
2417,3.0,3.0,3.0,600000.0,0,9.0
2418,2.0,3.0,3.0,600000.0,0,8.0
2419,1.0,2.0,2.0,400000.0,0,5.0
2420,2.0,2.0,3.0,650000.0,0,7.0
2421,2.0,2.0,3.0,250000.0,0,7.0
2423,2.0,1.0,1.0,450000.0,0,4.0
2424,2.0,3.0,3.0,650000.0,0,8.0
2425,2.0,3.0,3.0,550000.0,0,8.0
2426,1.0,2.0,2.0,320000.0,0,5.0
2427,2.0,3.0,3.0,800000.0,0,8.0
2428,2.0,3.0,3.0,750000.0,0,8.0
2429,2.0,2.0,2.0,550000.0,0,6.0
2430,2.0,3.0,3.0,850000.0,0,8.0
2431,2.0,3.0,3.0,550000.0,0,8.0
2432,1.0,1.0,1.0,250000.0,0,3.0
2433,1.0,1.0,1.0,250000.0,0,3.0
2434,2.0,3.0,3.0,800000.0,0,8.0
2435,2.0,2.0,2.0,700000.0,0,6.0
2436,2.0,3.0,3.0,600000.0,0,8.0
2437,2.0,3.0,3.0,550000.0,0,8.0
2438,2.0,2.0,2.0,700000.0,0,6.0
2439,3.0,3.0,4.0,750000.0,1,10.0
2440,1.0,2.0,2.0,450000.0,0,5.0
2441,2.0,3.0,3.0,550000.0,0,8.0
2442,1.0,2.0,2.0,650000.0,0,5.0
2443,1.0,1.0,1.0,300000.0,0,3.0
2444,2.0,3.0,3.0,550000.0,0,8.0
2445,1.0,1.0,1.0,250000.0,0,3.0
2446,3.0,3.0,4.0,700000.0,0,10.0
2447,2.0,2.0,3.0,800000.0,0,7.0
2448,2.0,2.0,3.0,700000.0,0,7.0
2449,2.0,3.0,3.0,600000.0,0,8.0
2450,2.0,3.0,3.0,500000.0,0,8.0
2451,2.0,2.0,2.0,500000.0,0,6.0
2452,2.0,2.0,2.0,500000.0,0,6.0
2453,1.0,2.0,2.0,700000.0,0,5.0
2454,2.0,3.0,3.0,500000.0,0,8.0
2455,2.0,3.0,3.0,500000.0,0,8.0
2456,1.0,1.0,1.0,500000.0,0,3.0
2458,1.0,1.0,1.0,250000.0,0,3.0
2459,1.0,1.0,1.0,250000.0,0,3.0
2460,2.0,3.0,3.0,1000000.0,0,8.0
2461,1.0,1.0,1.0,250000.0,0,3.0
2462,3.0,3.0,3.0,1000000.0,0,9.0
2463,2.0,3.0,3.0,700000.0,0,8.0
2464,1.0,2.0,2.0,300000.0,0,5.0
2465,3.0,3.0,4.0,500000.0,0,10.0
2466,1.0,1.0,1.0,300000.0,0,3.0
2468,4.0,4.0,5.0,1000000.0,1,13.0
2470,1.0,1.0,2.0,500000.0,0,4.0
2471,3.0,3.0,4.0,1000000.0,0,10.0
2472,1.0,1.0,1.0,380000.0,0,3.0
2473,1.0,1.0,1.0,250000.0,0,3.0
2475,3.0,2.0,4.0,650000.0,0,9.0
2477,3.0,2.0,3.0,500000.0,0,8.0
2478,1.0,1.0,1.0,250000.0,0,3.0
2479,2.0,2.0,2.0,600000.0,0,6.0
2480,2.0,3.0,3.0,700000.0,0,8.0
2482,3.0,2.0,3.0,600000.0,0,8.0
2483,2.0,1.0,2.0,1000000.0,0,5.0
2486,2.0,2.0,3.0,800000.0,0,7.0
2487,3.0,2.0,2.0,800000.0,0,7.0
2488,2.0,3.0,3.0,700000.0,0,8.0
2489,2.0,2.0,3.0,500000.0,0,7.0
2490,1.0,1.0,1.0,300000.0,0,3.0
2491,3.0,3.0,3.0,600000.0,0,9.0
2492,3.0,3.0,4.0,1000000.0,0,10.0
2493,1.0,1.0,1.0,250000.0,0,3.0
2494,1.0,1.0,1.0,250000.0,0,3.0
2495,2.0,2.0,2.0,450000.0,0,6.0
2496,2.0,2.0,2.0,500000.0,0,6.0
2497,1.0,1.0,1.0,600000.0,0,3.0
2498,3.0,3.0,4.0,1000000.0,0,10.0
2499,3.0,3.0,3.0,600000.0,0,9.0
2500,3.0,3.0,3.0,700000.0,0,9.0
2502,4.0,5.0,5.0,1000000.0,1,14.0
2503,1.0,1.0,1.0,1000000.0,0,3.0
2504,1.0,1.0,1.0,800000.0,0,3.0
2505,3.0,1.0,1.0,1000000.0,0,5.0
2507,3.0,2.0,2.0,600000.0,0,7.0
2508,3.0,4.0,4.0,1000000.0,0,11.0
2510,2.0,2.0,3.0,800000.0,0,7.0
2512,4.0,6.0,5.0,1000000.0,1,15.0
2514,2.0,1.0,1.0,550000.0,0,4.0
2515,1.0,1.0,1.0,600000.0,0,3.0
2516,1.0,1.0,1.0,500000.0,0,3.0
2517,1.0,1.0,1.0,1000000.0,0,3.0
2519,3.0,4.0,4.0,1000000.0,0,11.0
2520,1.0,1.0,1.0,800000.0,0,3.0
2521,4.0,3.0,3.0,1000000.0,1,10.0
2522,1.0,1.0,1.0,250000.0,0,3.0
2524,1.0,1.0,1.0,380000.0,0,3.0
2525,1.0,1.0,1.0,250000.0,0,3.0
2526,4.0,1.0,1.0,1000000.0,1,6.0
2527,1.0,1.0,1.0,500000.0,0,3.0
2531,1.0,1.0,1.0,380000.0,0,3.0
2532,1.0,1.0,1.0,250000.0,0,3.0
2534,2.0,1.0,1.0,1000000.0,0,4.0
2535,1.0,1.0,1.0,500000.0,0,3.0
2536,1.0,1.0,1.0,600000.0,0,3.0
2537,2.0,2.0,3.0,650000.0,0,7.0
2538,1.0,1.0,1.0,250000.0,0,3.0
2539,2.0,2.0,3.0,1000000.0,1,7.0
2540,1.0,1.0,1.0,250000.0,0,3.0
2541,2.0,2.0,3.0,750000.0,0,7.0
2542,3.0,2.0,2.0,600000.0,0,7.0
2544,3.0,3.0,3.0,750000.0,0,9.0
2545,3.0,3.0,3.0,750000.0,0,9.0
2546,2.0,2.0,2.0,600000.0,0,6.0
2547,2.0,2.0,3.0,800000.0,0,7.0
2548,2.0,3.0,3.0,750000.0,0,8.0
2549,3.0,3.0,4.0,1000000.0,0,10.0
2550,4.0,4.0,4.0,3800000.0,1,12.0
2551,4.0,3.0,4.0,4000000.0,1,11.0
2552,1.0,1.0,1.0,2500000.0,0,3.0
2553,6.0,6.0,7.0,7000000.0,0,19.0
2555,4.0,4.0,5.0,5000000.0,1,13.0
2556,1.0,1.0,4.0,4000000.0,0,6.0
2557,1.0,1.0,1.0,250000.0,0,3.0
2558,2.0,3.0,3.0,1500000.0,0,8.0
2560,3.0,3.0,5.0,3500000.0,0,11.0
2561,5.0,6.0,6.0,5000000.0,1,17.0
2562,4.0,4.0,5.0,7000000.0,1,13.0
2565,6.0,6.0,6.0,6500000.0,0,18.0
2570,3.0,3.0,4.0,2000000.0,0,10.0
2571,3.0,3.0,4.0,2000000.0,0,10.0
2572,3.0,3.0,4.0,1800000.0,0,10.0
2573,3.0,3.0,4.0,7000000.0,0,10.0
2576,4.0,4.0,5.0,3000000.0,1,13.0
2577,3.0,3.0,4.0,1800000.0,0,10.0
2578,3.0,3.0,4.0,3000000.0,0,10.0
2579,1.0,1.0,5.0,7000000.0,0,7.0
2580,4.0,4.0,5.0,5000000.0,1,13.0
2582,3.0,3.0,4.0,4000000.0,0,10.0
2585,3.0,3.0,4.0,4000000.0,0,10.0
2587,5.0,6.0,6.0,2800000.0,1,17.0
2593,1.0,7.0,8.0,7000000.0,1,16.0
2594,3.0,2.0,2.0,2000000.0,0,7.0
2595,5.0,6.0,6.0,5500000.0,1,17.0
2596,3.0,3.0,4.0,5000000.0,0,10.0
2598,5.0,5.0,6.0,6000000.0,0,16.0
2599,4.0,4.0,5.0,6500000.0,1,13.0
2600,3.0,3.0,4.0,5500000.0,1,10.0
2601,3.0,3.0,4.0,2000000.0,0,10.0
2603,5.0,5.0,6.0,3200000.0,1,16.0
2604,3.0,3.0,4.0,3200000.0,1,10.0
2605,4.0,4.0,5.0,7000000.0,1,13.0
2606,1.0,1.0,2.0,1000000.0,0,4.0
2607,2.0,2.0,3.0,650000.0,0,7.0
2608,4.0,4.0,5.0,7000000.0,1,13.0
2610,3.0,3.0,5.0,3500000.0,1,11.0
2611,4.0,4.0,5.0,7000000.0,1,13.0
2612,3.0,3.0,4.0,2000000.0,0,10.0
2614,1.0,1.0,2.0,6500000.0,0,4.0
2617,5.0,5.0,6.0,5000000.0,1,16.0
2618,4.0,4.0,4.0,250000.0,0,12.0
2619,1.0,1.0,1.0,250000.0,0,3.0
2620,1.0,1.0,3.0,250000.0,0,5.0
2621,1.0,1.0,1.0,250000.0,0,3.0
2622,1.0,1.0,2.0,1500000.0,0,4.0
2623,1.0,1.0,4.0,250000.0,0,6.0
2624,1.0,1.0,1.0,7000000.0,0,3.0
2625,8.0,8.0,6.0,5000000.0,1,22.0
2627,3.0,3.0,3.0,800000.0,0,9.0
2628,1.0,1.0,1.0,800000.0,0,3.0
2631,4.0,5.0,5.0,2500000.0,1,14.0
2633,4.0,4.0,4.0,3000000.0,0,12.0
2634,5.0,5.0,5.0,4000000.0,0,15.0
2635,4.0,5.0,5.0,2500000.0,1,14.0
2637,2.0,2.0,2.0,600000.0,0,6.0
2638,3.0,3.0,4.0,2500000.0,0,10.0
2640,3.0,3.0,3.0,7000000.0,0,9.0
2641,3.0,3.0,4.0,1500000.0,1,10.0
2642,2.0,2.0,2.0,800000.0,0,6.0
2644,3.0,4.0,4.0,800000.0,0,11.0
2645,1.0,1.0,1.0,4000000.0,0,3.0
2646,6.0,6.0,7.0,7000000.0,1,19.0
2647,4.0,4.0,5.0,6500000.0,1,13.0
2648,4.0,4.0,4.0,4000000.0,1,12.0
2650,1.0,2.0,2.0,1500000.0,0,5.0
2652,4.0,4.0,5.0,7000000.0,1,13.0
2659,4.0,4.0,5.0,6500000.0,1,13.0
2660,1.0,1.0,1.0,7000000.0,0,3.0
2662,1.0,1.0,1.0,300000.0,0,3.0
2663,3.0,4.0,4.0,600000.0,0,11.0
2664,3.0,3.0,4.0,2300000.0,0,10.0
2666,5.0,5.0,6.0,7000000.0,1,16.0
2667,4.0,4.0,5.0,5500000.0,1,13.0
2668,3.0,4.0,4.0,2200000.0,0,11.0
2670,4.0,4.0,5.0,6500000.0,1,13.0
2671,2.0,2.0,1.0,400000.0,0,5.0
2672,3.0,3.0,3.0,850000.0,0,9.0
2673,3.0,2.0,3.0,1000000.0,0,8.0
2674,4.0,4.0,5.0,7000000.0,1,13.0
2675,4.0,4.0,5.0,6500000.0,1,13.0
2676,1.0,1.0,1.0,7000000.0,1,3.0
2677,5.0,6.0,6.0,4000000.0,1,17.0
2678,2.0,3.0,3.0,1400000.0,0,8.0
2679,4.0,4.0,5.0,7000000.0,1,13.0
2680,1.0,1.0,1.0,1000000.0,0,3.0
2681,1.0,2.0,2.0,1000000.0,0,5.0
2682,1.0,1.0,1.0,2000000.0,0,3.0
2687,3.0,3.0,4.0,1000000.0,0,10.0
2689,1.0,4.0,8.0,7000000.0,0,13.0
2691,3.0,3.0,4.0,4500000.0,0,10.0
2692,4.0,3.0,3.0,1500000.0,1,10.0
2693,3.0,3.0,3.0,900000.0,0,9.0
2697,4.0,4.0,6.0,4000000.0,1,14.0
2699,3.0,3.0,4.0,3000000.0,0,10.0
2702,1.0,1.0,1.0,1000000.0,0,3.0
2704,4.0,4.0,5.0,2500000.0,1,13.0
2705,1.0,1.0,1.0,300000.0,0,3.0
2706,4.0,4.0,5.0,3000000.0,1,13.0
2708,3.0,3.0,4.0,3500000.0,1,10.0
2709,1.0,1.0,1.0,500000.0,0,3.0
2710,1.0,1.0,1.0,500000.0,0,3.0
2713,1.0,1.0,1.0,400000.0,0,3.0
2714,4.0,3.0,3.0,1500000.0,1,10.0
2715,2.0,2.0,2.0,800000.0,0,6.0
2718,5.0,6.0,6.0,6000000.0,0,17.0
2729,1.0,1.0,1.0,300000.0,0,3.0
2732,5.0,5.0,6.0,7000000.0,1,16.0
2739,3.0,3.0,4.0,3500000.0,1,10.0
2740,3.0,3.0,4.0,4500000.0,0,10.0
2743,1.0,1.0,1.0,400000.0,0,3.0
2744,1.0,1.0,1.0,1000000.0,0,3.0
2745,3.0,3.0,4.0,4500000.0,0,10.0
2746,3.0,4.0,4.0,3000000.0,0,11.0
2747,3.0,3.0,3.0,1000000.0,0,9.0
2749,3.0,4.0,4.0,5000000.0,1,11.0
2750,5.0,6.0,5.0,7000000.0,1,16.0
2751,1.0,1.0,1.0,7000000.0,0,3.0
2752,1.0,1.0,1.0,1200000.0,0,3.0
2753,4.0,4.0,5.0,3800000.0,1,13.0
2754,3.0,3.0,4.0,2500000.0,0,10.0
2755,4.0,4.0,4.0,3000000.0,1,12.0
2756,4.0,4.0,4.0,2000000.0,1,12.0
2757,2.0,2.0,2.0,2500000.0,0,6.0
2758,3.0,4.0,4.0,2500000.0,0,11.0
2759,4.0,5.0,5.0,4000000.0,1,14.0
2760,4.0,5.0,5.0,3000000.0,1,14.0
2761,3.0,4.0,4.0,2700000.0,0,11.0
2762,4.0,5.0,5.0,3000000.0,1,14.0
2764,4.0,5.0,5.0,3000000.0,1,14.0
2765,2.0,3.0,3.0,1500000.0,0,8.0
2766,2.0,3.0,3.0,1800000.0,0,8.0
2767,1.0,1.0,2.0,800000.0,0,4.0
2769,4.0,5.0,5.0,3000000.0,1,14.0
2770,3.0,4.0,4.0,4000000.0,0,11.0
2771,3.0,4.0,4.0,2500000.0,0,11.0
2772,4.0,5.0,5.0,2500000.0,1,14.0
2773,1.0,1.0,2.0,800000.0,0,4.0
2774,2.0,3.0,3.0,1500000.0,0,8.0
2777,5.0,5.0,6.0,4000000.0,1,16.0
2778,4.0,4.0,5.0,5000000.0,1,13.0
2779,4.0,4.0,5.0,3000000.0,1,13.0
2780,3.0,3.0,4.0,2000000.0,0,10.0
2781,3.0,2.0,3.0,1400000.0,0,8.0
2783,1.0,1.0,1.0,700000.0,0,3.0
2784,3.0,3.0,3.0,3000000.0,0,9.0
2785,6.0,6.0,6.0,7000000.0,1,18.0
2786,3.0,3.0,3.0,3000000.0,0,9.0
2787,3.0,3.0,3.0,1500000.0,0,9.0
2788,5.0,5.0,5.0,1400000.0,1,15.0
2789,3.0,2.0,2.0,1300000.0,0,7.0
2790,1.0,1.0,1.0,800000.0,0,3.0
2791,4.0,4.0,4.0,4000000.0,1,12.0
2792,3.0,3.0,3.0,2000000.0,0,9.0
2793,3.0,3.0,3.0,1500000.0,0,9.0
2794,1.0,1.0,1.0,250000.0,0,3.0
2795,3.0,3.0,3.0,1500000.0,0,9.0
2797,1.0,1.0,1.0,400000.0,0,3.0
2798,1.0,1.0,1.0,650000.0,0,3.0
2799,5.0,5.0,6.0,5000000.0,1,16.0
2800,4.0,4.0,4.0,3000000.0,1,12.0
2801,1.0,1.0,1.0,7000000.0,0,3.0
2802,3.0,3.0,3.0,7000000.0,1,9.0
2803,3.0,3.0,3.0,6800000.0,0,9.0
2804,3.0,3.0,3.0,2800000.0,0,9.0
2805,3.0,3.0,3.0,4000000.0,0,9.0
2806,3.0,3.0,3.0,2500000.0,0,9.0
2808,1.0,1.0,2.0,1600000.0,0,4.0
2809,5.0,5.0,6.0,5000000.0,1,16.0
2812,6.0,6.0,7.0,7000000.0,1,19.0
2813,1.0,1.0,1.0,4000000.0,0,3.0
2814,4.0,4.0,5.0,3000000.0,0,13.0
2815,3.0,3.0,3.0,2000000.0,0,9.0
2816,4.0,4.0,5.0,5000000.0,0,13.0
2817,3.0,3.0,4.0,3500000.0,0,10.0
2818,1.0,1.0,1.0,4000000.0,0,3.0
2819,4.0,1.0,1.0,4000000.0,1,6.0
2820,2.0,2.0,3.0,3000000.0,0,7.0
2821,5.0,5.0,6.0,2500000.0,1,16.0
2822,3.0,4.0,4.0,2000000.0,0,11.0
2823,3.0,3.0,4.0,7000000.0,0,10.0
2824,1.0,1.0,1.0,7000000.0,1,3.0
2825,5.0,5.0,6.0,7000000.0,1,16.0
2826,5.0,1.0,1.0,7000000.0,1,7.0
2827,3.0,1.0,1.0,5000000.0,0,5.0
2828,3.0,3.0,4.0,3500000.0,0,10.0
2829,4.0,4.0,5.0,5000000.0,1,13.0
2832,3.0,3.0,4.0,4000000.0,0,10.0
2833,2.0,3.0,3.0,1000000.0,0,8.0
2834,4.0,4.0,5.0,4000000.0,1,13.0
2835,1.0,1.0,1.0,6000000.0,0,3.0
2836,7.0,1.0,1.0,6500000.0,0,9.0
2837,3.0,4.0,4.0,1800000.0,0,11.0
2840,4.0,4.0,5.0,7000000.0,1,13.0
2841,3.0,3.0,4.0,7000000.0,0,10.0
2843,3.0,4.0,4.0,4000000.0,1,11.0
2844,2.0,2.0,2.0,800000.0,0,6.0
2845,4.0,5.0,5.0,2500000.0,1,14.0
2846,4.0,4.0,4.0,6000000.0,1,12.0
2847,2.0,2.0,2.0,800000.0,0,6.0
2848,2.0,2.0,3.0,1100000.0,0,7.0
2849,4.0,4.0,5.0,3000000.0,0,13.0
2851,3.0,1.0,1.0,7000000.0,0,5.0
2852,4.0,1.0,1.0,5000000.0,1,6.0
2853,3.0,2.0,3.0,1200000.0,0,8.0
2854,3.0,3.0,4.0,3500000.0,0,10.0
2855,3.0,3.0,3.0,3000000.0,0,9.0
2857,5.0,5.0,6.0,7000000.0,1,16.0
2859,3.0,3.0,4.0,2000000.0,1,10.0
2861,1.0,1.0,1.0,6500000.0,0,3.0
2862,3.0,3.0,4.0,2500000.0,0,10.0
2863,1.0,1.0,6.0,7000000.0,0,8.0
2864,1.0,1.0,1.0,4000000.0,0,3.0
2866,1.0,1.0,1.0,4000000.0,0,3.0
2869,3.0,3.0,4.0,1300000.0,0,10.0
2871,5.0,5.0,5.0,6000000.0,1,15.0
2872,4.0,1.0,1.0,4000000.0,0,6.0
2873,3.0,1.0,1.0,2000000.0,0,5.0
2874,6.0,1.0,1.0,7000000.0,1,8.0
2875,4.0,4.0,5.0,5000000.0,1,13.0
2876,4.0,4.0,5.0,7000000.0,1,13.0
2880,5.0,3.0,4.0,2800000.0,0,12.0
2882,6.0,1.0,1.0,2500000.0,0,8.0
2883,2.0,2.0,2.0,1000000.0,0,6.0
2884,7.0,1.0,1.0,7000000.0,0,9.0
2886,5.0,5.0,6.0,7000000.0,1,16.0
2887,4.0,5.0,5.0,6000000.0,1,14.0
2888,3.0,4.0,4.0,2000000.0,0,11.0
2889,8.0,5.0,1.0,2500000.0,1,14.0
2891,3.0,3.0,4.0,1300000.0,0,10.0
2892,5.0,1.0,1.0,7000000.0,0,7.0
2893,1.0,1.0,1.0,4160000.0,0,3.0
2894,4.0,4.0,5.0,5000000.0,1,13.0
2896,1.0,1.0,1.0,600000.0,0,3.0
2897,5.0,1.0,1.0,7000000.0,0,7.0
2898,5.0,5.0,5.0,7000000.0,1,15.0
2899,4.0,4.0,4.0,1800000.0,0,12.0
2903,1.0,1.0,1.0,1200000.0,0,3.0
2905,1.0,5.0,5.0,7000000.0,0,11.0
2906,2.0,2.0,3.0,1500000.0,0,7.0
2908,4.0,4.0,5.0,4000000.0,1,13.0
2910,5.0,5.0,5.0,6500000.0,1,15.0
2911,3.0,4.0,4.0,2800000.0,1,11.0
2913,2.0,2.0,3.0,1200000.0,0,7.0
2914,1.0,1.0,1.0,6500000.0,1,3.0
2916,3.0,3.0,4.0,4000000.0,1,10.0
2917,1.0,1.0,3.0,4000000.0,0,5.0
2919,3.0,1.0,1.0,3500000.0,0,5.0
2920,4.0,4.0,5.0,3500000.0,1,13.0
2921,4.0,4.0,4.0,1500000.0,0,12.0
2923,3.0,3.0,4.0,1800000.0,0,10.0
2924,4.0,5.0,5.0,7000000.0,1,14.0
2926,2.0,3.0,3.0,1000000.0,0,8.0
2928,3.0,3.0,3.0,2000000.0,0,9.0
2929,3.0,2.0,2.0,1600000.0,0,7.0
2930,1.0,2.0,2.0,400000.0,0,5.0
2931,4.0,5.0,6.0,7000000.0,0,15.0
2932,3.0,4.0,4.0,2500000.0,1,11.0
2933,3.0,3.0,4.0,2500000.0,0,10.0
2934,3.0,3.0,3.0,2500000.0,0,9.0
2935,1.0,1.0,2.0,550000.0,0,4.0
2936,1.0,1.0,1.0,2000000.0,0,3.0
2937,3.0,3.0,3.0,1500000.0,0,9.0
2939,1.0,1.0,1.0,650000.0,0,3.0
2940,2.0,2.0,3.0,1100000.0,0,7.0
2941,1.0,1.0,1.0,3000000.0,0,3.0
2942,1.0,1.0,1.0,1400000.0,0,3.0
2943,5.0,5.0,6.0,4000000.0,1,16.0
2944,3.0,4.0,4.0,4000000.0,0,11.0
2945,2.0,3.0,3.0,1300000.0,0,8.0
2946,3.0,4.0,4.0,2000000.0,0,11.0
2949,2.0,2.0,3.0,7000000.0,0,7.0
2951,4.0,4.0,5.0,7000000.0,1,13.0
2952,4.0,4.0,5.0,5500000.0,1,13.0
2953,2.0,2.0,3.0,7000000.0,0,7.0
2954,5.0,5.0,6.0,7000000.0,0,16.0
2956,1.0,1.0,4.0,4000000.0,0,6.0
2957,3.0,3.0,4.0,7000000.0,0,10.0
2958,1.0,1.0,1.0,7000000.0,1,3.0
2960,3.0,3.0,4.0,3500000.0,0,10.0
2961,2.0,3.0,3.0,3200000.0,0,8.0
2962,5.0,4.0,4.0,3500000.0,1,13.0
2963,3.0,1.0,1.0,4000000.0,1,5.0
2964,3.0,1.0,1.0,3500000.0,0,5.0
2966,1.0,1.0,1.0,550000.0,0,3.0
2967,4.0,4.0,5.0,1500000.0,0,13.0
2968,1.0,1.0,1.0,500000.0,0,3.0
2969,5.0,5.0,6.0,7000000.0,1,16.0
2970,1.0,1.0,1.0,400000.0,0,3.0
2972,1.0,1.0,1.0,2500000.0,0,3.0
2973,4.0,1.0,1.0,4000000.0,1,6.0
2974,3.0,2.0,3.0,1500000.0,0,8.0
2976,3.0,3.0,4.0,2000000.0,0,10.0
2978,4.0,1.0,1.0,6000000.0,1,6.0
2982,3.0,2.0,3.0,4000000.0,0,8.0
2983,3.0,3.0,4.0,4000000.0,0,10.0
2987,5.0,5.0,6.0,7000000.0,1,16.0
2988,2.0,2.0,3.0,3500000.0,0,7.0
2989,3.0,3.0,3.0,2000000.0,0,9.0
2990,7.0,1.0,1.0,7000000.0,0,9.0
2991,4.0,5.0,5.0,3500000.0,1,14.0
2992,3.0,3.0,4.0,4500000.0,0,10.0
2994,4.0,5.0,5.0,2500000.0,1,14.0
2996,3.0,3.0,3.0,2500000.0,0,9.0
2997,4.0,4.0,5.0,6000000.0,1,13.0
2998,4.0,5.0,5.0,6000000.0,1,14.0
2999,3.0,3.0,3.0,3500000.0,1,9.0
3000,4.0,4.0,5.0,5000000.0,1,13.0
3001,2.0,3.0,3.0,1400000.0,0,8.0
3002,1.0,1.0,1.0,2700000.0,0,3.0
3003,4.0,1.0,1.0,3500000.0,1,6.0
3004,1.0,1.0,1.0,400000.0,0,3.0
